step,x,y,reward,done,action
233,4,0,0,False,2
234,4,0,0,False,2
235,4,0,0,False,2
236,3,0,0,False,3
237,2,0,0,False,1
238,3,0,0,False,2
239,4,0,0,False,1
240,4,0,0,False,2
241,4,1,0,False,0
242,4,3,0,False,0
243,3,4,0,False,3
244,2,3,0,False,1
245,1,2,0,False,3
246,1,2,0,False,2
247,2,3,0,False,0
248,3,4,0,False,2
249,4,4,0,False,0
250,3,4,0,False,3
251,1,4,0,False,3
252,0,4,0,False,3
253,0,4,0,False,3
254,0,4,0,False,0
255,1,4,0,False,2
256,3,4,0,False,2
257,3,4,0,False,3
258,3,4,0,False,2
259,4,4,0,False,2
260,4,4,0,False,0
261,3,4,0,False,3
262,3,4,0,False,2
263,4,3,0,False,1
264,3,2,0,False,3
265,2,3,0,False,0
266,3,4,0,False,2
267,4,4,0,False,2
268,3,4,0,False,3
269,2,3,0,False,1
270,2,1,0,False,1
271,2,0,0,False,1
272,3,0,0,False,2
273,3,0,0,False,3
274,2,1,0,False,0
275,2,1,0,False,1
276,1,0,0,False,3
277,1,0,0,False,2
278,2,1,0,False,0
279,2,1,0,False,1
280,2,1,0,False,0
281,2,3,0,False,0
282,2,4,0,False,0
283,2,3,0,False,1
284,2,1,0,False,1
285,2,0,0,False,1
286,2,0,0,False,1
287,3,0,0,False,2
288,4,0,0,False,1
289,4,1,0,False,0
290,3,2,0,False,3
291,3,2,0,False,2
292,3,2,0,False,3
293,2,1,0,False,1
294,2,0,0,False,1
295,3,0,0,False,2
296,4,1,0,False,0
297,4,3,0,False,0
298,4,4,0,False,2
299,3,4,0,False,3
300,1,4,0,False,3
301,0,4,0,False,3
302,0,4,0,False,3
303,0,3,0,False,1
304,0,2,0,False,3
305,0,2,0,False,3
306,0,2,0,False,3
307,1,2,0,False,2
308,2,3,0,False,0
309,1,4,0,False,3
310,1,4,0,False,2
311,3,4,0,False,2
312,4,4,0,False,2
313,4,3,0,False,1
314,4,3,0,False,0
315,4,4,0,False,0
316,3,4,0,False,3
317,1,4,0,False,3
318,1,4,0,False,2
319,2,3,0,False,1
320,3,2,0,False,2
321,4,2,0,False,2
322,3,2,0,False,3
323,2,3,0,False,0
324,2,4,0,False,0
325,3,4,0,False,2
326,4,4,0,False,0
327,4,4,0,False,2
328,3,4,0,False,3
329,2,4,0,False,0
330,3,4,0,False,2
331,3,4,0,False,3
332,2,4,0,False,0
333,1,4,0,False,3
334,1,4,0,False,2
335,2,3,0,False,1
336,3,2,0,False,2
337,4,3,0,False,0
338,3,4,0,False,3
339,2,4,0,False,0
340,2,3,0,False,1
341,3,2,0,False,2
342,4,2,0,False,2
343,4,3,0,False,0
344,4,4,0,False,0
345,4,3,0,False,1
346,3,2,0,False,3
347,3,2,0,False,2
348,3,2,0,False,3
349,3,2,0,False,2
350,4,3,0,False,0
351,3,4,0,False,3
352,3,4,0,False,2
353,4,4,0,False,2
354,4,3,0,False,1
355,4,1,0,False,1
356,4,1,0,False,0
357,4,3,0,False,0
358,4,3,0,False,1
359,3,2,0,False,3
360,2,3,0,False,0
361,3,4,0,False,2
362,3,4,0,False,3
363,3,4,0,False,2
364,4,3,0,False,1
365,4,2,0,False,2
366,4,3,0,False,0
367,4,3,0,False,1
368,4,3,0,False,0
369,4,3,0,False,1
370,4,3,0,False,0
371,4,4,0,False,0
372,3,4,0,False,3
373,2,3,0,False,1
374,1,2,0,False,3
375,0,3,0,False,0
376,0,4,0,False,3
377,0,4,0,False,0
378,1,4,0,False,2
379,2,4,0,False,0
380,3,4,0,False,2
381,4,3,0,False,1
382,4,3,0,False,0
383,4,4,0,False,0
384,4,4,0,False,0
385,4,4,0,False,2
386,4,4,0,False,2
387,4,4,0,False,0
388,4,3,0,False,1
389,4,3,0,False,0
390,3,4,0,False,3
391,3,4,0,False,2
392,4,4,0,False,0
393,4,4,0,False,0
394,3,4,0,False,3
395,1,4,0,False,3
396,1,4,0,False,2
397,2,3,0,False,1
398,2,3,0,False,0
399,1,4,0,False,3
400,0,3,0,False,1
401,0,1,0,False,1
402,0,0,0,False,3
403,1,0,0,False,2
404,1,0,0,False,3
405,0,1,0,False,0
406,0,3,0,False,0
407,0,3,0,False,1
408,0,2,0,False,3
409,0,2,0,False,3
410,0,3,0,False,0
411,0,3,0,False,1
412,0,2,0,False,3
413,0,1,0,False,1
414,0,0,0,False,3
415,0,1,0,False,0
416,1,2,0,False,2
417,2,1,0,False,1
418,2,1,0,False,0
419,2,1,0,False,1
420,3,0,0,False,2
421,4,0,0,False,1
422,3,0,0,False,3
423,3,0,0,False,2
424,3,0,0,False,3
425,3,0,0,False,2
426,4,1,0,False,0
427,3,2,0,False,3
428,3,2,0,False,2
429,4,3,0,False,0
430,4,3,0,False,1
431,4,2,0,False,2
432,4,2,0,False,2
433,4,2,0,False,2
434,3,2,0,False,3
435,3,2,0,False,2
436,4,3,0,False,0
437,3,4,0,False,3
438,2,4,0,False,0
439,2,4,0,False,0
440,2,3,0,False,1
441,3,2,0,False,2
442,4,3,0,False,0
443,4,4,0,False,0
444,4,3,0,False,1
445,4,2,0,False,2
446,4,2,0,False,2
447,4,3,0,False,0
448,4,4,0,False,0
449,4,4,0,False,2
450,4,4,0,False,0
451,4,4,0,False,2
452,4,4,0,False,0
453,3,4,0,False,3
454,2,3,0,False,1
455,3,2,0,False,2
456,4,2,0,False,2
457,4,3,0,False,0
458,4,3,0,False,1
459,4,1,0,False,1
460,4,0,0,False,2
461,4,0,0,False,2
462,4,1,0,False,0
463,3,2,0,False,3
464,3,2,0,False,2
465,4,3,0,False,0
466,4,4,0,False,2
467,4,4,0,False,2
468,4,3,0,False,1
469,4,3,0,False,0
470,4,4,0,False,2
471,4,3,0,False,1
472,4,3,0,False,0
473,3,4,0,False,3
474,3,4,0,False,2
475,4,3,0,False,1
476,4,1,0,False,1
477,4,0,0,False,1
478,3,0,0,False,3
479,1,0,0,False,3
480,0,1,0,False,0
481,0,3,0,False,0
482,0,3,0,False,1
483,0,2,0,False,3
484,0,2,0,False,3
485,0,2,0,False,3
486,1,2,0,False,2
487,2,1,0,False,1
488,1,0,0,False,3
489,0,0,0,False,1
490,0,1,0,False,0
491,0,2,0,False,3
492,0,2,0,False,3
493,1,2,0,False,2
494,1,2,0,False,3
495,0,3,0,False,0
496,0,4,0,False,0
497,1,4,0,False,2
498,2,4,0,False,0
499,2,3,0,False,1
